Name;Team;Position;Height(inches);Weight(pounds)
Ted_Lilly;CHC;Starting_Pitcher;73;190
Mark_Prior;CHC;Starting_Pitcher;77;230
Neal_Cotts;CHC;Relief_Pitcher;74;200
Will_Ohman;CHC;Relief_Pitcher;74;205
Scott_Eyre;CHC;Relief_Pitcher;73;210
Kerry_Wood;CHC;Relief_Pitcher;77;225
Ryan_Dempster;CHC;Relief_Pitcher;74;215
Bob_Howry;CHC;Relief_Pitcher;77;220
Mike_Wuertz;CHC;Relief_Pitcher;75;205
Roberto_Novoa;CHC;Relief_Pitcher;77;200
Chris_Snyder;ARZ;Catcher;75;220
Miguel_Montero;ARZ;Catcher;71;197
Conor_Jackson;ARZ;First_Baseman;74;225
Robby_Hammock;ARZ;First_Baseman;70;187
Tony_Clark;ARZ;First_Baseman;79;245
Orlando_Hudson;ARZ;Second_Baseman;72;185
Stephen_Drew;ARZ;Shortstop;72;185
Alberto_Callaspo;ARZ;Shortstop;70;175
Chad_Tracy;ARZ;Third_Baseman;74;200
Chris_Young;ARZ;Outfielder;74;180
Scott_Hairston;ARZ;Outfielder;72;188
Carlos_Quentin;ARZ;Outfielder;73;225
Jeff_DaVanon;ARZ;Outfielder;72;200
Eric_Byrnes;ARZ;Outfielder;74;210
Livan_Hernandez;ARZ;Starting_Pitcher;74;245
Doug_Davis;ARZ;Starting_Pitcher;76;213
Randy_Johnson;ARZ;Starting_Pitcher;82;231
Juan_Cruz;ARZ;Starting_Pitcher;74;165
Brandon_Webb;ARZ;Starting_Pitcher;74;228
Enrique_Gonzalez;ARZ;Starting_Pitcher;70;210
Dana_Eveland;ARZ;Starting_Pitcher;73;250
Brandon_Medders;ARZ;Relief_Pitcher;73;191
Tony_Pe?a;ARZ;Relief_Pitcher;74;190
Doug_Slaten;ARZ;Relief_Pitcher;77;200
Edgar_Gonzalez;ARZ;Relief_Pitcher;72;215
Jose_Valverde;ARZ;Relief_Pitcher;76;254
Jorge_Julio;ARZ;Relief_Pitcher;73;232
Brandon_Lyon;ARZ;Relief_Pitcher;73;180
Miguel_Olivo;FLA;Catcher;72;215
Matt_Treanor;FLA;Catcher;74;220
Mike_Jacobs;FLA;First_Baseman;74;180
Dan_Uggla;FLA;Second_Baseman;71;200
Robert_Andino;FLA;Shortstop;72;170
Hanley_Ramirez;FLA;Shortstop;75;195
Miguel_Cabrera;FLA;Third_Baseman;74;210
Aaron_Boone;FLA;Third_Baseman;74;200
Joe_Borchard;FLA;Outfielder;77;220
Alfredo_Amezaga;FLA;Outfielder;70;165
Cody_Ross;FLA;Outfielder;71;180
Josh_Willingham;FLA;Outfielder;73;200
Jeremy_Hermida;FLA;Outfielder;76;200
Eric_Reed;FLA;Outfielder;71;170
Reggi_Abercrombie;FLA;Outfielder;75;224
Ricky_Nolasco;FLA;Starting_Pitcher;74;220
Anibal_Sanchez;FLA;Starting_Pitcher;72;180
Scott_Olsen;FLA;Starting_Pitcher;76;198
Josh_Johnson;FLA;Starting_Pitcher;79;240
Dontrelle_Willis;FLA;Starting_Pitcher;77;239
Logan_Kensing;FLA;Relief_Pitcher;73;185
Sergio_Mitre;FLA;Relief_Pitcher;76;210
Kevin_Gregg;FLA;Relief_Pitcher;78;220
Travis_Bowyer;FLA;Relief_Pitcher;75;200
Renyel_Pinto;FLA;Relief_Pitcher;76;195
Randy_Messenger;FLA;Relief_Pitcher;72;220
Yusmeiro_Petit;FLA;Relief_Pitcher;72;230
Carlos_Martinez;FLA;Relief_Pitcher;73;170
Taylor_Tankersley;FLA;Relief_Pitcher;73;220
Henry_Owens;FLA;Relief_Pitcher;75;230
Jose_Garcia;FLA;Relief_Pitcher;71;165
Matt_Lindstrom;FLA;Relief_Pitcher;76;205
Javier_Valentin;CIN;Catcher;70;192
Chad_Moeller;CIN;Catcher;75;210
David_Ross;CIN;Catcher;74;205
Joey_Votto;CIN;First_Baseman;75;200
Scott_Hatteberg;CIN;First_Baseman;73;210
Brandon_Phillips;CIN;Second_Baseman;71;185
Juan_Castro;CIN;Shortstop;71;195
Alex_Gonzalez;CIN;Shortstop;72;202
Mark_Bellhorn;CIN;Third_Baseman;73;205
Edwin_Encarnacion;CIN;Third_Baseman;73;195
Jeff_Keppinger;CIN;Third_Baseman;72;180
Norris_Hopper;CIN;Outfielder;69;200
Chris_Denorfia;CIN;Outfielder;73;185
Adam_Dunn;CIN;Outfielder;78;240
Bubba_Crosby;CIN;Outfielder;71;185
Jeff_Conine;CIN;Outfielder;73;220
Ken_Griffey_Jr.;CIN;Outfielder;75;205
Josh_Hamilton;CIN;Outfielder;76;205
Ryan_Freel;CIN;Outfielder;70;180
Kyle_Lohse;CIN;Starting_Pitcher;74;201
Bronson_Arroyo;CIN;Starting_Pitcher;77;190
Eric_Milton;CIN;Starting_Pitcher;75;208
Aaron_Harang;CIN;Starting_Pitcher;79;240
Kirk_Saarloos;CIN;Starting_Pitcher;72;220
Elizardo_Ramirez;CIN;Starting_Pitcher;72;180
Todd_Coffey;CIN;Relief_Pitcher;77;230
Brian_Shackelford;CIN;Relief_Pitcher;73;195
Bill_Bray;CIN;Relief_Pitcher;75;215
Bobby_Livingston;CIN;Relief_Pitcher;75;190
Matt_Belisle;CIN;Relief_Pitcher;75;195
Gary_Majewski;CIN;Relief_Pitcher;73;215
Mike_Stanton;CIN;Relief_Pitcher;73;215
Brad_Salmon;CIN;Relief_Pitcher;76;220
Jared_Burton;CIN;Relief_Pitcher;77;220
David_Weathers;CIN;Relief_Pitcher;75;230
Rheal_Cormier;CIN;Relief_Pitcher;70;195
Yorvit_Torrealba;COL;Catcher;71;190
Chris_Iannetta;COL;Catcher;71;195
Alvin_Colina;COL;Catcher;75;209
Todd_Helton;COL;First_Baseman;74;204
Jamey_Carroll;COL;Second_Baseman;69;170
Kaz_Matsui;COL;Second_Baseman;70;185
Troy_Tulowitzki;COL;Shortstop;75;205
Clint_Barmes;COL;Shortstop;72;175
Garrett_Atkins;COL;Third_Baseman;75;210
Ryan_Spilborghs;COL;Outfielder;73;190
Cory_Sullivan;COL;Outfielder;72;180
Jeff_Salazar;COL;Outfielder;72;180
Willy_Taveras;COL;Outfielder;72;160
Matt_Holliday;COL;Outfielder;76;235
Brad_Hawpe;COL;Outfielder;75;200
Jeff_Baker;COL;Outfielder;74;210
Javy_Lopez;COL;Designated_Hitter;75;224
Byung-Hyun_Kim;COL;Starting_Pitcher;69;180
Rodrigo_Lopez;COL;Starting_Pitcher;73;190
Brian_Lawrence;COL;Starting_Pitcher;72;197
Josh_Fogg;COL;Starting_Pitcher;72;203
Aaron_Cook;COL;Starting_Pitcher;75;205
Denny_Bautista;COL;Starting_Pitcher;77;170
Ubaldo_Jimenez;COL;Starting_Pitcher;76;200
Jason_Hirsh;COL;Starting_Pitcher;80;250
Jeff_Francis;COL;Starting_Pitcher;77;200
Taylor_Buchholz;COL;Starting_Pitcher;76;220
Ryan_Speier;COL;Relief_Pitcher;79;200
Ramon_Ramirez;COL;Relief_Pitcher;71;190
Manny_Corpas;COL;Relief_Pitcher;75;170
Juan_Morillo;COL;Relief_Pitcher;73;190
Brian_Fuentes;COL;Relief_Pitcher;76;220
LaTroy_Hawkins;COL;Relief_Pitcher;77;215
Tom_Martin;COL;Relief_Pitcher;73;206
Jeremy_Affeldt;COL;Relief_Pitcher;76;215
Paul_Lo_Duca;NYM;Catcher;70;185
Ramon_Castro;NYM;Catcher;75;235
Julio_Franco;NYM;First_Baseman;73;188
Carlos_Delgado;NYM;First_Baseman;75;230
Jose_Valentin;NYM;Second_Baseman;70;195
Anderson_Hernandez;NYM;Second_Baseman;69;168
Damion_Easley;NYM;Shortstop;71;190
Jose_Reyes;NYM;Shortstop;72;160
David_Wright;NYM;Third_Baseman;72;200
Ben_Johnson;NYM;Outfielder;73;200
Endy_Chavez;NYM;Outfielder;70;189
David_Newhan;NYM;Outfielder;70;180
Carlos_Beltran;NYM;Outfielder;73;190
Shawn_Green;NYM;Outfielder;76;200
Moises_Alou;NYM;Outfielder;75;220
Lastings_Milledge;NYM;Outfielder;72;187
Alay_Soler;NYM;Starting_Pitcher;73;240
Mike_Pelfrey;NYM;Starting_Pitcher;79;190
Pedro_Martinez;NYM;Starting_Pitcher;71;180
Tom_Glavine;NYM;Starting_Pitcher;72;185
Chan_Ho_Park;NYM;Starting_Pitcher;74;210
Orlando_Hernandez;NYM;Starting_Pitcher;74;220
Dave_Williams;NYM;Starting_Pitcher;74;219
Oliver_Perez;NYM;Starting_Pitcher;72;190
John_Maine;NYM;Starting_Pitcher;76;193
Marcos_Carvajal;NYM;Relief_Pitcher;76;175
Ambiorix_Burgos;NYM;Relief_Pitcher;72;180
Jason_Vargas;NYM;Relief_Pitcher;72;215
Jon_Adkins;NYM;Relief_Pitcher;71;210
Juan_Padilla;NYM;Relief_Pitcher;72;200
Duaner_Sanchez;NYM;Relief_Pitcher;72;190
Pedro_Feliciano;NYM;Relief_Pitcher;70;185
Aaron_Heilman;NYM;Relief_Pitcher;77;220
Jorge_Sosa;NYM;Relief_Pitcher;74;170
Scott_Schoeneweis;NYM;Relief_Pitcher;72;195
Guillermo_Mota;NYM;Relief_Pitcher;76;205
Billy_Wagner;NYM;Relief_Pitcher;71;195
Philip_Humber;NYM;Relief_Pitcher;76;210
Brad_Ausmus;HOU;Catcher;71;190
Humberto_Quintero;HOU;Catcher;73;190
Hector_Gimenez;HOU;Catcher;70;180
Lance_Berkman;HOU;First_Baseman;73;220
Mike_Lamb;HOU;First_Baseman;73;190
Mark_Loretta;HOU;Second_Baseman;72;186
Craig_Biggio;HOU;Second_Baseman;71;185
Brooks_Conrad;HOU;Second_Baseman;71;190
Chris_Burke;HOU;Second_Baseman;71;180
Eric_Bruntlett;HOU;Second_Baseman;72;190
Adam_Everett;HOU;Shortstop;72;170
Morgan_Ensberg;HOU;Third_Baseman;74;210
Carlos_Lee;HOU;Outfielder;74;240
Jason_Lane;HOU;Outfielder;74;220
Orlando_Palmeiro;HOU;Outfielder;71;180
Luke_Scott;HOU;Outfielder;72;210
Charlton_Jimerson;HOU;Outfielder;75;210
Fernando_Nieve;HOU;Starting_Pitcher;72;195
Wandy_Rodriguez;HOU;Starting_Pitcher;71;160
Brandon_Backe;HOU;Starting_Pitcher;72;180
Matt_Albers;HOU;Starting_Pitcher;72;205
Woody_Williams;HOU;Starting_Pitcher;72;200
Roy_Oswalt;HOU;Starting_Pitcher;72;185
Jason_Jennings;HOU;Starting_Pitcher;74;245
Miguel_Asencio;HOU;Relief_Pitcher;74;190
Brad_Lidge;HOU;Relief_Pitcher;77;210
Trever_Miller;HOU;Relief_Pitcher;75;200
David_Borkowski;HOU;Relief_Pitcher;73;200
Dan_Wheeler;HOU;Relief_Pitcher;75;222
Paul_Estrada;HOU;Relief_Pitcher;73;215
Lincoln_Holdzkom;HOU;Relief_Pitcher;76;240
Chris_Sampson;HOU;Relief_Pitcher;72;170
Chad_Qualls;HOU;Relief_Pitcher;77;220
Ezequiel_Astacio;HOU;Relief_Pitcher;75;156
Mike_Lieberthal;LA;Catcher;72;190
Russell_Martin;LA;Catcher;71;202
Olmedo_Saenz;LA;First_Baseman;71;221
James_Loney;LA;First_Baseman;75;200
Nomar_Garciaparra;LA;First_Baseman;72;190
Jeff_Kent;LA;Second_Baseman;73;210
Ramon_Martinez;LA;Second_Baseman;73;190
Marlon_Anderson;LA;Second_Baseman;71;200
Rafael_Furcal;LA;Shortstop;70;165
Wilson_Betemit;LA;Third_Baseman;75;190
Andy_LaRoche;LA;Third_Baseman;71;185
Matt_Kemp;LA;Outfielder;76;230
Andre_Ethier;LA;Outfielder;73;208
Delwyn_Young;LA;Outfielder;68;209
Jason_Repko;LA;Outfielder;71;175
Juan_Pierre;LA;Outfielder;72;180
Luis_Gonzalez;LA;Outfielder;74;200
Jason_Schmidt;LA;Starting_Pitcher;77;205
Randy_Wolf;LA;Starting_Pitcher;72;200
Brad_Penny;LA;Starting_Pitcher;76;250
Derek_Lowe;LA;Starting_Pitcher;78;210
Mark_Hendrickson;LA;Starting_Pitcher;81;230
Chad_Billingsley;LA;Starting_Pitcher;72;244
Takashi_Saito;LA;Relief_Pitcher;73;202
Jonathan_Broxton;LA;Relief_Pitcher;76;240
Hong-Chih_Kuo;LA;Relief_Pitcher;72;200
Eric_Stults;LA;Relief_Pitcher;72;215
Chin-Hui_Tsao;LA;Relief_Pitcher;74;177
Tim_Hamulack;LA;Relief_Pitcher;76;210
Yhency_Brazoban;LA;Relief_Pitcher;73;170
Brett_Tomko;LA;Relief_Pitcher;76;215
Joe_Beimel;LA;Relief_Pitcher;75;217
Elmer_Dessens;LA;Relief_Pitcher;70;198
Ryan_Budde;PHI;Catcher;71;200
Rod_Barajas;PHI;Catcher;74;220
Carlos_Ruiz;PHI;Catcher;72;170
Chris_Coste;PHI;Catcher;73;200
Ryan_Howard;PHI;First_Baseman;76;230
Wes_Helms;PHI;First_Baseman;76;231
Chase_Utley;PHI;Second_Baseman;73;183
Danny_Sandoval;PHI;Second_Baseman;71;192
Jimmy_Rollins;PHI;Shortstop;68;167
Abraham_Nu?ez;PHI;Third_Baseman;71;190
Michael_Bourn;PHI;Outfielder;71;180
Chris_Roberson;PHI;Outfielder;74;180
Jayson_Werth;PHI;Outfielder;77;215
Shane_Victorino;PHI;Outfielder;69;160
Aaron_Rowand;PHI;Outfielder;72;205
Pat_Burrell;PHI;Outfielder;76;223
Greg_Dobbs;PHI;Designated_Hitter;73;205
Cole_Hamels;PHI;Starting_Pitcher;75;175
Alfredo_Simon;PHI;Starting_Pitcher;76;170
Scott_Mathieson;PHI;Starting_Pitcher;75;190
Freddy_Garcia;PHI;Starting_Pitcher;76;240
Jamie_Moyer;PHI;Starting_Pitcher;72;175
Jon_Lieber;PHI;Starting_Pitcher;74;230
Brett_Myers;PHI;Starting_Pitcher;76;223
Adam_Eaton;PHI;Starting_Pitcher;74;196
Geoff_Geary;PHI;Relief_Pitcher;72;167
Clay_Condrey;PHI;Relief_Pitcher;75;195
Ryan_Madson;PHI;Relief_Pitcher;78;190
Antonio_Alfonseca;PHI;Relief_Pitcher;77;250
Tom_Gordon;PHI;Relief_Pitcher;70;190
Brian_Sanches;PHI;Relief_Pitcher;72;190
Jim_Ed_Warden;PHI;Relief_Pitcher;79;190
Anderson_Garcia;PHI;Relief_Pitcher;74;170
Eude_Brito;PHI;Relief_Pitcher;71;160
Fabio_Castro;PHI;Relief_Pitcher;68;150
Matt_Smith;PHI;Relief_Pitcher;77;225
Damian_Miller;MLW;Catcher;75;220
Johnny_Estrada;MLW;Catcher;71;209
Mike_Rivera;MLW;Catcher;72;210
J.D._Closser;MLW;Catcher;70;176
Prince_Fielder;MLW;First_Baseman;72;260
Rickie_Weeks;MLW;Second_Baseman;72;195
Tony_Graffanino;MLW;Second_Baseman;73;190
Craig_Counsell;MLW;Shortstop;72;184
J.J._Hardy;MLW;Shortstop;74;180
Bill_Hall;MLW;Shortstop;72;195
Vinny_Rottino;MLW;Third_Baseman;72;195
Corey_Koskie;MLW;Third_Baseman;75;219
Kevin_Mench;MLW;Outfielder;72;225
Geoff_Jenkins;MLW;Outfielder;73;212
Brady_Clark;MLW;Outfielder;74;202
Tony_Gwynn_Jr.;MLW;Outfielder;72;185
Corey_Hart;MLW;Outfielder;78;200
Gabe_Gross;MLW;Outfielder;75;209
Laynce_Nix;MLW;Outfielder;72;200
Drew_Anderson;MLW;Outfielder;74;195
Claudio_Vargas;MLW;Starting_Pitcher;75;228
Chris_Capuano;MLW;Starting_Pitcher;75;210
Ben_Hendrickson;MLW;Starting_Pitcher;76;190
Dave_Bush;MLW;Starting_Pitcher;74;212
Carlos_Villanueva;MLW;Starting_Pitcher;74;190
Ben_Sheets;MLW;Starting_Pitcher;73;218
Jeff_Suppan;MLW;Starting_Pitcher;74;220
Brian_Shouse;MLW;Relief_Pitcher;71;190
Francisco_Cordero;MLW;Relief_Pitcher;74;235
Derrick_Turnbow;MLW;Relief_Pitcher;75;210
Matt_Wise;MLW;Relief_Pitcher;76;200
Grant_Balfour;MLW;Relief_Pitcher;74;188
Dennis_Sarfate;MLW;Relief_Pitcher;76;210
Jose_Capellan;MLW;Relief_Pitcher;76;235
Greg_Aquino;MLW;Relief_Pitcher;73;188
Josh_Bard;SD;Catcher;75;215
Rob_Bowen;SD;Catcher;75;216
Adrian_Gonzalez;SD;First_Baseman;74;220
Marcus_Giles;SD;Second_Baseman;68;180
Todd_Walker;SD;Second_Baseman;72;185
Geoff_Blum;SD;Shortstop;75;200
Khalil_Greene;SD;Shortstop;71;210
Paul_McAnulty;SD;Outfielder;70;220
Terrmel_Sledge;SD;Outfielder;72;185
Jack_Cust;SD;Outfielder;73;231
Jose_Cruz_Jr.;SD;Outfielder;72;210
Russell_Branyan;SD;Outfielder;75;195
Mike_Cameron;SD;Outfielder;74;200
Brian_Giles;SD;Outfielder;70;205
Kevin_Kouzmanoff;SD;Designated_Hitter;73;200
Mike_Thompson;SD;Starting_Pitcher;76;200
Clay_Hensley;SD;Starting_Pitcher;71;190
Chris_Young;SD;Starting_Pitcher;82;250
Greg_Maddux;SD;Starting_Pitcher;72;185
Jake_Peavy;SD;Starting_Pitcher;73;180
Scott_Cassidy;SD;Relief_Pitcher;74;170
Scott_Strickland;SD;Relief_Pitcher;71;180
Scott_Linebrink;SD;Relief_Pitcher;75;208
Doug_Brocail;SD;Relief_Pitcher;77;235
Trevor_Hoffman;SD;Relief_Pitcher;72;215
Heath_Bell;SD;Relief_Pitcher;74;244
Royce_Ring;SD;Relief_Pitcher;72;220
Cla_Meredith;SD;Relief_Pitcher;73;185
Andrew_Brown;SD;Relief_Pitcher;78;230
Mike_Adams;SD;Relief_Pitcher;77;190
Justin_Hampson;SD;Relief_Pitcher;73;200
Kevin_Cameron;SD;Relief_Pitcher;73;180
Ryan_Ketchner;SD;Relief_Pitcher;73;190
Brian_Schneider;WAS;Catcher;73;196
Jesus_Flores;WAS;Catcher;73;180
Larry_Broadway;WAS;First_Baseman;76;230
Nick_Johnson;WAS;First_Baseman;75;224
Bernie_Castro;WAS;Second_Baseman;70;160
Josh_Wilson;WAS;Shortstop;73;178
Cristian_Guzman;WAS;Shortstop;72;205
Felipe_Lopez;WAS;Shortstop;73;185
Ryan_Zimmerman;WAS;Third_Baseman;75;210
Nook_Logan;WAS;Outfielder;74;180
Ryan_Church;WAS;Outfielder;73;190
Kory_Casto;WAS;Outfielder;73;200
Mike_Restovich;WAS;Outfielder;76;257
Alex_Escobar;WAS;Outfielder;73;190
Austin_Kearns;WAS;Outfielder;75;220
Chris_Snelling;WAS;Outfielder;70;165
Billy_Traber;WAS;Starting_Pitcher;77;205
Tim_Redding;WAS;Starting_Pitcher;72;200
John_Patterson;WAS;Starting_Pitcher;77;208
Shawn_Hill;WAS;Starting_Pitcher;74;185
Joel_Hanrahan;WAS;Starting_Pitcher;75;215
Mike_O'Connor;WAS;Starting_Pitcher;75;170
Emiliano_Fruto;WAS;Relief_Pitcher;75;235
Chris_Schroder;WAS;Relief_Pitcher;75;210
Brett_Campbell;WAS;Relief_Pitcher;72;170
Beltran_Perez;WAS;Relief_Pitcher;74;180
Levale_Speigner;WAS;Relief_Pitcher;71;170
Jason_Bergmann;WAS;Relief_Pitcher;76;190
Saul_Rivera;WAS;Relief_Pitcher;71;150
Chris_Booker;WAS;Relief_Pitcher;75;230
Micah_Bowie;WAS;Relief_Pitcher;76;203
Jon_Rauch;WAS;Relief_Pitcher;83;260
Jerome_Williams;WAS;Relief_Pitcher;75;246
Luis_Ayala;WAS;Relief_Pitcher;74;186
Ryan_Wagner;WAS;Relief_Pitcher;76;210
Chad_Cordero;WAS;Relief_Pitcher;72;198
Humberto_Cota;PIT;Catcher;72;210
Ronny_Paulino;PIT;Catcher;75;215
Adam_LaRoche;PIT;First_Baseman;75;180
Ryan_Doumit;PIT;First_Baseman;72;200
Brad_Eldred;PIT;First_Baseman;77;245
Jose_Castillo;PIT;Second_Baseman;73;200
Jack_Wilson;PIT;Shortstop;72;192
Freddy_Sanchez;PIT;Third_Baseman;70;192
Jason_Bay;PIT;Outfielder;74;200
Jose_Bautista;PIT;Outfielder;72;192
Xavier_Nady;PIT;Outfielder;74;205
Jody_Gerut;PIT;Outfielder;72;190
Nate_McLouth;PIT;Outfielder;71;186
Chris_Duffy;PIT;Outfielder;70;170
Rajai_Davis;PIT;Outfielder;71;197
Shane_Youman;PIT;Starting_Pitcher;76;219
Yoslan_Herrera;PIT;Starting_Pitcher;74;200
Josh_Shortslef;PIT;Starting_Pitcher;76;220
Zach_Duke;PIT;Starting_Pitcher;74;207
Paul_Maholm;PIT;Starting_Pitcher;74;225
Tom_Gorzelanny;PIT;Starting_Pitcher;74;207
Shawn_Chacon;PIT;Starting_Pitcher;75;212
Tony_Armas_Jr.;PIT;Starting_Pitcher;75;225
Ian_Snell;PIT;Starting_Pitcher;71;170
Sean_Burnett;PIT;Starting_Pitcher;71;190
John_Grabow;PIT;Relief_Pitcher;74;210
Marty_McLeary;PIT;Relief_Pitcher;77;230
Salomon_Torres;PIT;Relief_Pitcher;71;210
Damaso_Marte;PIT;Relief_Pitcher;74;200
Matt_Capps;PIT;Relief_Pitcher;75;238
Josh_Sharpless;PIT;Relief_Pitcher;77;234
Bryan_Bullington;PIT;Relief_Pitcher;76;222
Jonah_Bayliss;PIT;Relief_Pitcher;74;200
Brian_Rogers;PIT;Relief_Pitcher;76;190
Juan_Perez;PIT;Relief_Pitcher;72;170
Bengie_Molina;SF;Catcher;71;220
Eliezer_Alfonzo;SF;Catcher;72;223
Lance_Niekro;SF;First_Baseman;75;210
Mark_Sweeney;SF;First_Baseman;73;215
Ray_Durham;SF;Second_Baseman;68;196
Kevin_Frandsen;SF;Second_Baseman;72;175
Omar_Vizquel;SF;Shortstop;69;175
Rich_Aurilia;SF;Third_Baseman;73;189
Pedro_Feliz;SF;Third_Baseman;73;205
Todd_Linden;SF;Outfielder;75;210
Dave_Roberts;SF;Outfielder;70;180
Jason_Ellison;SF;Outfielder;70;180
Randy_Winn;SF;Outfielder;74;197
Ryan_Klesko;SF;Outfielder;75;220
Barry_Bonds;SF;Outfielder;74;228
Fred_Lewis;SF;Outfielder;74;190
Kelyn_Acosta;SF;Starting_Pitcher;73;204
Jonathan_Sanchez;SF;Starting_Pitcher;74;165
Matt_Cain;SF;Starting_Pitcher;75;216
Matt_Morris;SF;Starting_Pitcher;77;220
Russ_Ortiz;SF;Starting_Pitcher;73;208
Noah_Lowry;SF;Starting_Pitcher;74;210
Barry_Zito;SF;Starting_Pitcher;76;215
Vinnie_Chulk;SF;Relief_Pitcher;74;195
Kevin_Correia;SF;Relief_Pitcher;75;200
Steve_Kline;SF;Relief_Pitcher;73;215
Armando_Benitez;SF;Relief_Pitcher;76;229
Scott_Munter;SF;Relief_Pitcher;78;240
Jack_Taschner;SF;Relief_Pitcher;75;207
Brian_Wilson;SF;Relief_Pitcher;73;205
Merkin_Valdez;SF;Relief_Pitcher;77;208
Brad_Hennessey;SF;Relief_Pitcher;74;185
Billy_Sadler;SF;Relief_Pitcher;72;190
Pat_Misch;SF;Relief_Pitcher;74;170
Gary_Bennett;STL;Catcher;72;208
Yadier_Molina;STL;Catcher;71;225
John_Nelson;STL;First_Baseman;73;190
Albert_Pujols;STL;First_Baseman;75;225
Adam_Kennedy;STL;Second_Baseman;73;185
Aaron_Miles;STL;Second_Baseman;67;180
David_Eckstein;STL;Shortstop;67;165
Scott_Rolen;STL;Third_Baseman;76;240
Scott_Spiezio;STL;Third_Baseman;74;220
Jim_Edmonds;STL;Outfielder;73;212
So_Taguchi;STL;Outfielder;70;163
Juan_Encarnacion;STL;Outfielder;75;215
Skip_Schumaker;STL;Outfielder;70;175
John_Rodriguez;STL;Outfielder;72;205
Chris_Duncan;STL;Outfielder;77;210
Adam_Wainwright;STL;Starting_Pitcher;79;205
Mark_Mulder;STL;Starting_Pitcher;78;208
Anthony_Reyes;STL;Starting_Pitcher;74;215
Ryan_Franklin;STL;Starting_Pitcher;75;180
Kip_Wells;STL;Starting_Pitcher;75;200
Chris_Carpenter;STL;Starting_Pitcher;78;230
Russ_Springer;STL;Relief_Pitcher;76;211
Jason_Isringhausen;STL;Relief_Pitcher;75;230
Ricardo_Rincon;STL;Relief_Pitcher;69;190
Braden_Looper;STL;Relief_Pitcher;75;220
Randy_Flores;STL;Relief_Pitcher;72;180
Josh_Hancock;STL;Relief_Pitcher;75;205
Brad_Thompson;STL;Relief_Pitcher;73;190
Tyler_Johnson;STL;Relief_Pitcher;74;180
Chris_Narveson;STL;Relief_Pitcher;75;205
Randy_Keisler;STL;Relief_Pitcher;75;190
Josh_Kinney;STL;Relief_Pitcher;73;195
