id,created_at,text
920799929982783491,2017-10-18 23:53:05,b'This is Jeffrey. He\xe2\x80\x99s not like other dogs. Short snoot. Quite aggressive. Hops at random. Charges cameras. 11/10 wo\xe2\x80\xa6 https://t.co/B32zotKsZ3'
920764531432882176,2017-10-18 21:32:25,b'@joero49 In-N-Out followed you wow'
920688910673612802,2017-10-18 16:31:56,b'@ekatearcher @inktober ok wow'
920688735121018880,2017-10-18 16:31:14,b'@SuperBuffie oh no!'
920665078239768576,2017-10-18 14:57:14,b'@BillCorbett omg'
920664640304148481,2017-10-18 14:55:30,b'@raconteursaurus DO NOT WORRY FINN YOU ARE SO STRONG THIS BIOPSY HAS NOTHING ON YOU TBH'
920444216559403013,2017-10-18 00:19:36,b'This is Oliver. Someone has to hold his head pup when he gets tired. 13/10 would volunteer as tribute https://t.co/xKbXgfGXzf'
920401377217695744,2017-10-17 21:29:23,b'@sebbyD27850 not enough'
920400839931498496,2017-10-17 21:27:15,b'@cjicelikerice omg'
920355980675821576,2017-10-17 18:28:59,b'@Zascha79 \xe2\x9d\xa4\xef\xb8\x8f'
920346125546213378,2017-10-17 17:49:50,"b'@KdotBumann YAY! Unfortunately, you got one of the more abstract paw prints from before zoey got really good at it'"
920337719364120576,2017-10-17 17:16:26,"b'RT @jeffharris13: For my birthday, wife made a book chronicling our 1st year with Buddy, &amp; @dog_rates made a book with other good dogs. Bot\xe2\x80\xa6'"
920308055442632709,2017-10-17 15:18:33,b'@Mandyyyrose ruffly*'
919971499699851265,2017-10-16 17:01:12,b'This is Nigel. He has already pupfected his handshake finger nibble combo. A classic young puppo move. 13/10 would\xe2\x80\xa6 https://t.co/TRYugVGxzj'
919723715222540288,2017-10-16 00:36:36,b'This is Bear. He can hear a butterfly burp from half a mile away. 12/10 would alternate boops and belly rubs https://t.co/eDK4CetlG0'
919255723606933509,2017-10-14 17:36:58,"b'This is Smiley. He dedicated his life to making others smile. Today, his battle with cancer ends. He is our first 1\xe2\x80\xa6 https://t.co/9rOJkdxHge'"
919218614489833473,2017-10-14 15:09:30,b'@mlough21 amazing'
919218055007350788,2017-10-14 15:07:17,b'@CollegeGameDay yes I can'
918629386731081729,2017-10-13 00:08:07,b'@Craig1112 fake post. Whoever goes viral quoting it manufactured it'
918620586544435201,2017-10-12 23:33:09,"b'This is Hamilton. He knows you said only 5 more minutes with his new toy, but he would greatly puppreciate an exten\xe2\x80\xa6 https://t.co/kIX5fVHVbU'"
918545987559460864,2017-10-12 18:36:43,"b""RT @mschneids94: You're welcome https://t.co/1ta6tKgTuo"""
918187591454818305,2017-10-11 18:52:35,b'@EthanPGreenlee omg \xe2\x9d\xa4\xef\xb8\x8f'
918158328857026562,2017-10-11 16:56:18,b'@hotyatbest incredible'
918153883318398976,2017-10-11 16:38:38,b'This is Winston. He was invited to speak at a very exclusive black tie puptional anti-thunder event. 13/10 snazzy a\xe2\x80\xa6 https://t.co/ArrRgj44TQ'
918120952612999174,2017-10-11 14:27:47,"b'@relionic we\xe2\x80\x99re sent 1000+ messages a day. we don\xe2\x80\x99t respond, but we see them all. Periodically send a variety of ne\xe2\x80\xa6 https://t.co/zzKALEAned'"
918119385243504640,2017-10-11 14:21:33,b'@relionic DM pics :)'
917870515360096257,2017-10-10 21:52:38,b'@badideas321 @TheSims they named main characters Brant and Brent. they did everything they could without involving us'
917858451073699847,2017-10-10 21:04:42,b'@ShannonDowney_ that\xe2\x80\x99s all you ever need right there'
917842654259503104,2017-10-10 20:01:56,b'@trsdppy today is my birthday too how prophetic is that'
917780427594747904,2017-10-10 15:54:40,b'This is Pippa. She\xe2\x80\x99s just happy to be here. Thankful to be included. Hopes your day is going very well. 13/10 thank\xe2\x80\xa6 https://t.co/00HgskDk2J'
917739746708910080,2017-10-10 13:13:01,b'@GoatIntoTheNews same'
917739511123206144,2017-10-10 13:12:04,b'@barkbox I appreciate that. No worries.'
917528126481141762,2017-10-09 23:12:06,"b""RT @theshelbyrogers: My dog Finn is in a book! Look how much he's grown \xf0\x9f\x90\xb6 Thank you @dog_rates !! https://t.co/YE0sgYKMpA"""
917489902987763712,2017-10-09 20:40:13,b'@JakeMartinez_9 @carotlina I was like \xe2\x80\x9cshit did I miss my flight\xe2\x80\x9d'
917430667448934401,2017-10-09 16:44:50,b'@darth HE SHOULD BE PAWDONED SIMPLY FOR HIS EFFORT TBH DARTH'
917429577672200192,2017-10-09 16:40:30,b'@darth IT\xe2\x80\x99S BEEN 647 DAYS DARTH'
917426251798892544,2017-10-09 16:27:18,b'@a_nirenberg :)'
917421817291247616,2017-10-09 16:09:40,b'@Savmariacg \xf0\x9f\x98\x8a'
917421603826302977,2017-10-09 16:08:49,b'This is Maddie. She\xe2\x80\x99s been puparing her costume all year. Has graciously given us a sneak preview. 13/10 the hero w\xe2\x80\xa6 https://t.co/kbZ7Nxrb6j'
917385849288970241,2017-10-09 13:46:45,b'RT @melvillehouse: Rating the @dog_rates book https://t.co/ejSPSfk1FV'
917179128058728448,2017-10-09 00:05:19,b'@TiGPittbull that\xe2\x80\x99s also my local paper \xf0\x9f\x98\x8a'
917172603026071553,2017-10-08 23:39:23,b'This is Piper. She just had her first bath. Wondering what the h*ck that was all about. 12/10 would hug to dry https://t.co/abwkRn9nq0'
917147015196405765,2017-10-08 21:57:42,b'@colinkoop @christellar honestly that pillow is so creepy'
917134211185889281,2017-10-08 21:06:50,b'@AmaAmaLeeLee please send all future watermelon dilemma videos directly to me'
917131073137586177,2017-10-08 20:54:21,b'@AmaAmaLeeLee it\xe2\x80\x99s like he can\xe2\x80\x99t believe it\xe2\x80\x99s for him until he takes a bite'
917128860487028737,2017-10-08 20:45:34,b'@AmaAmaLeeLee wow'
917101226948472837,2017-10-08 18:55:46,"b'@a_lucky_kat @skyhorsepub Zoey did a good job signing them so we may do another batch of signed copies, but the reg\xe2\x80\xa6 https://t.co/phSPbXXO9V'"
917083774529175553,2017-10-08 17:46:25,b'@Er1k9990 What we post is sent to us by the owner of the media. You can submit your own pics and vids via DM :)'
917082461691097088,2017-10-08 17:41:12,b'RT @dog_rates: This is Darrel. He just robbed a 7/11 and is in a high speed police chase. Was just spotted by the helicopter 10/10 https://\xe2\x80\xa6'
917056542549139456,2017-10-08 15:58:12,b'@J3ennife4 \xf0\x9f\x98\x8a'
916814363700408320,2017-10-07 23:55:52,b'Say hello to Pippa. She had the perfect day at the park. Was told there was a rainbow. Nearly kissed a duck. 13/10\xe2\x80\xa6 https://t.co/TRFE55JOcB'
916808370706944001,2017-10-07 23:32:03,b'@secretlydog oh yea they hate me'
916711372607586304,2017-10-07 17:06:37,b'@BeautifulLouisT @squirlish great fren'
916711281486454784,2017-10-07 17:06:15,b'@yashar @darth bunner..... wait'
916711011620663296,2017-10-07 17:05:11,b'@thebigjc77 \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
916696482539073536,2017-10-07 16:07:27,b'@BMolnarNola hahaha wtf'
916692711658393606,2017-10-07 15:52:28,b'@mouseonspeed @ShopWeRateDogs not a bad idea'
916512418582482944,2017-10-07 03:56:03,b'@GeorgiaWay24 omg'
916454558641123329,2017-10-07 00:06:08,b'Here\xe2\x80\x99s a doggo setting pup a hidden camera. Knows that spooky things happen this time of year. Not in this househol\xe2\x80\xa6 https://t.co/9W0KpM4EF2'
916402501368336384,2017-10-06 20:39:16,b'@Sydneykuhel yassss'
916365560098803714,2017-10-06 18:12:29,"b'RT @wvgazettemail: The WV man who runs @dog_rates is debuting a new book, and @jenncgardner has details https://t.co/IES2sMNy2q'"
916329841032663040,2017-10-06 15:50:33,b'@JosephBoston12 simply DM a bunch of picture to us :)'
916328675964063744,2017-10-06 15:45:55,b'@darth HE TRIED TO FIGHT THE HURRICANE AND HE LOST BUT HE DID HIS VERY BEST DARTH'
916327531858493440,2017-10-06 15:41:22,b'This is Keno. He was rescued from hurricane harvey but not before injuring his back right zoomer. 12/10 help below:\xe2\x80\xa6 https://t.co/tApvX8cKWF'
916305784526516225,2017-10-06 14:14:57,b'@abbysatura_ \xf0\x9f\x98\x94'
916299364825489409,2017-10-06 13:49:27,b'RT @JimDalrympleII: A whole bunch of comfort dogs are currently at Sunrise Hospital in Las Vegas https://t.co/Bgs1Dlghh0'
916033000642621440,2017-10-05 20:11:01,b'@Gilmourish97 @SofaKing_Sloth too dangerous. I made a whole new account (@dog_feelings) because I\xe2\x80\x99m so limited to w\xe2\x80\xa6 https://t.co/edrYGGx6Ch'
916030075543408640,2017-10-05 19:59:23,"b'RT @justinrusselll: I couldn\xe2\x80\x99t bring my doggo to college, but this is the next best thing @dog_rates https://t.co/3kYSuswohj'"
916029999043551232,2017-10-05 19:59:05,b'@Gilmourish97 @SofaKing_Sloth I didn\xe2\x80\x99t say \xe2\x80\x9cfull snootal eclipse\xe2\x80\x9d which I thought of after reading several comments\xe2\x80\xa6 https://t.co/xUBhSpXNTZ'
916003807938654208,2017-10-05 18:15:00,b'@er_patterson we are on opposite sides of the U.S. :/'
915983231383670784,2017-10-05 16:53:15,b'@_familiana GOD DAMNIT'
915978375193399298,2017-10-05 16:33:57,b'This is Steve. His mlem game is off the charts. Sustained full nose coverage. Unheard of in the industry. 14/10 abs\xe2\x80\xa6 https://t.co/N2DCaON9n5'
915769649844940801,2017-10-05 02:44:33,b'@TarikawiPeace Actually we can do whatever we want and you should just unfollow if you don\xe2\x80\x99t like it'
915762238874701825,2017-10-05 02:15:06,b'@azurthings omg'
915739537103613952,2017-10-05 00:44:53,b'@laurakcurtis @FickPickles https://t.co/zSW9yp8Qrq'
915739503352008704,2017-10-05 00:44:45,b'@JEDofGA @FickPickles https://t.co/zSW9yp8Qrq'
915737168177516544,2017-10-05 00:35:29,b'RT @FickPickles: In love with my new @dog_rates hat \xf0\x9f\x90\xb6\xf0\x9f\x90\xb6\xf0\x9f\x90\xb6 https://t.co/4b8q4dW0lQ'
915709554192785409,2017-10-04 22:45:45,b'@InfinityDotM60 That is a puppropriate number of emojis'
915706941778878464,2017-10-04 22:35:22,b'I have a very important mission for you @NASA'
915705926849646592,2017-10-04 22:31:20,b'This is Blue. She thinks her favorite white ball got stuck in the sky. 13/10 (vid by Jessica Raspbury) https://t.co/L5imVJpyeP'
915671823517388802,2017-10-04 20:15:49,b'@JoeB_Wan_Kenobi awwww'
915666904597041154,2017-10-04 19:56:16,b'@taylordigi @skyhorsepub well that\xe2\x80\x99s basically the twitter account lol'
915666678435991552,2017-10-04 19:55:23,b'@NicholasAssia just start yelling'
915651046055268352,2017-10-04 18:53:16,b'@joodygarland she\xe2\x80\x99s entitled to her shitty opinions it\xe2\x80\x99s ok'
915645405156855808,2017-10-04 18:30:51,b'@tweetman123 :)'
915638378040905730,2017-10-04 18:02:55,b'@ProductHunt No way they made a presentation off of @teenybiscuit\xe2\x80\x99s work'
915622623102537728,2017-10-04 17:00:19,b'@DodSquatch that is quite spooky'
915615635866046464,2017-10-04 16:32:33,b'@GodDerpes_Leona DM all the pics :)'
915614494117761025,2017-10-04 16:28:01,b'Meet Sidney. It\xe2\x80\x99s her first time wearing her new bow tie in puplic. Worried what you think of it. 13/10 it\xe2\x80\x99s marvel\xe2\x80\xa6 https://t.co/TFDgYXKSKi'
915549759313768448,2017-10-04 12:10:47,b'@MPI_NZ @nzpolice @Specschic @NZPCanterbury I\xe2\x80\x99m enjoying this'
915387977269903360,2017-10-04 01:27:55,b'@onetailatatime @skyhorsepub thank you :)'
915380711913328641,2017-10-04 00:59:03,"b'This is Lucy. She is a skater girl, she said see ya later boy. She was way too good for him. 13/10 would kickflip i\xe2\x80\xa6 https://t.co/R9ZknL0s27'"
915376785168138240,2017-10-04 00:43:27,b'@juicyjay_p we read them all'
915326576975384581,2017-10-03 21:23:56,b'@snipy if it\xe2\x80\x99s because you thought you could actually pet the dogs then I have like the saddest news ever'
915323007064735744,2017-10-03 21:09:45,b'@NicholasAssia @skyhorsepub tell your school it should be!'
915315999188144131,2017-10-03 20:41:54,b'@acsofian WHAT A GOOD DOG'
915293007393501184,2017-10-03 19:10:32,"b'@borganni Hopefully your local bookstore will have it. If not, try B&amp;N. Here\xe2\x80\x99s the amazon link as well:\nhttps://t.co/vNPZoIzA87'"
915290313941557248,2017-10-03 18:59:50,"b""RT @luawna: klein saw himself in the @dog_rates book, got pretty h*ckin excited, and thinks he's now too cool for pictures. https://t.co/je\xe2\x80\xa6"""
915285712882274304,2017-10-03 18:41:33,"b'@EtTuCarl @skyhorsepub Carl we only create truthful, accurate content over here'"
915281222913445889,2017-10-03 18:23:43,b'@mariskreizman \xe2\x9d\xa4\xef\xb8\x8f I hope Bizzy enjoyed it'
915279744135987200,2017-10-03 18:17:50,b'@jonnysun please lie and tell me that you got a dog and that\xe2\x80\x99s why the left corners are worn'
915279554230542337,2017-10-03 18:17:05,b'THAMK YOU JOMNY https://t.co/rBXBkG8e4G'
915276387564638210,2017-10-03 18:04:30,b'@mvnvcx LANCELOT'
915272625437462528,2017-10-03 17:49:33,b'@helenrez @skyhorsepub depends on how cooperative Zoey is with paw print signing \xf0\x9f\x98\x82'
915266499195101194,2017-10-03 17:25:12,"b""RT @Lin_Manuel: She also got really h*ckin famous...Tobi's in the @dog_rates book! https://t.co/2hu96QbV5J"""
915266280843878400,2017-10-03 17:24:20,b'@tipsntopps :((((('
915261062185984000,2017-10-03 17:03:36,b'RT @SarahRung: @dog_rates this is Daisy when she found out today is #WeRateDogs book day!! \xf0\x9f\x98\x8a\xf0\x9f\x8e\x89 (we high fived out of excitement) https://t.c\xe2\x80\xa6'
915260531057086466,2017-10-03 17:01:29,b'@kimberly_saltz @skyhorsepub they are'
915258078500704257,2017-10-03 16:51:45,b'RT @DoggyRyo: Kade is a stone cold killer and he would like to fight you personally to prove it @dog_rates . Here he is making his toughest\xe2\x80\xa6'
915254461936934914,2017-10-03 16:37:22,b'RT @darth: @dog_rates @skyhorsepub I SAW IT ON THE NEWS DOGRATES https://t.co/XE4QyraRlz'
915253067444047872,2017-10-03 16:31:50,"b'RT @mallorymhughes: LOOK AT ALL THE GOOD DOGS, BRENT. https://t.co/dNl3kil4uS'"
915251611903111168,2017-10-03 16:26:03,b'IT\xe2\x80\x99S BOOK DAY! The WeRateDogs book is now available wherever books can be bought \xf0\x9f\x93\x9a\xf0\x9f\x90\x95\n\nLimited Signed Copies \xe2\x86\xb4\xe2\x80\xa6 https://t.co/3VxEc35I4F'
915248167955894273,2017-10-03 16:12:22,b'@ProductHunt WOOHOOOOO'
915247305887973376,2017-10-03 16:08:56,"b'RT @rrhoover: Finally, some good news this week.\n\n@dog_rates launched a book. 13/10. \xf0\x9f\x90\xb6\n\nhttps://t.co/6Pb10fBS68 https://t.co/QKzUsqEdL6'"
915225788483604481,2017-10-03 14:43:26,b'RT @BNWoodburyMN: There are so many book birthdays this week! Where do we even start? @dog_rates @jk_rowling @camphalfblood @AuthorDanBrown\xe2\x80\xa6'
915224568251535361,2017-10-03 14:38:35,b'OMG GENEVIEVE YOUR SNOOT HAS ELONGATED https://t.co/UJ8sYYCM58'
915216789805596676,2017-10-03 14:07:41,b'RT @kendahl: Chester is excited as h*ck to start reading his new book. @dog_rates https://t.co/60Y9Djn71Q'
915214890033393665,2017-10-03 14:00:08,b'@_JDBurroughs_ @Tracy_Barrett @skyhorsepub already is :)'
915027951082704897,2017-10-03 01:37:18,"b'RT @niicolekayy: baxter fulfilled his dream of being in the @dog_rates book. as you can tell, hes very proud of his achievement https://t.c\xe2\x80\xa6'"
915026614399971328,2017-10-03 01:31:59,b'@Tracy_Barrett @skyhorsepub I encourage checking your local bookstore first :)'
915019727260520449,2017-10-03 01:04:37,b'tomorrow... https://t.co/GC6p8hufW8'
915011828652093441,2017-10-03 00:33:14,b'This is Rupert. He went from smol shy boy to illustrious dependable boy. Now aware that he\xe2\x80\x99s frighteningly good. 13\xe2\x80\xa6 https://t.co/PJyAvUE2jl'
914883359830142976,2017-10-02 16:02:45,b'This is Dunston. He claims that if you connect the dots on his nose it spells out \xe2\x80\x9cbest boy.\xe2\x80\x9d 13/10 wont argue with\xe2\x80\xa6 https://t.co/VwVZzkxmDP'
914858592221777920,2017-10-02 14:24:20,b'@Jenny_Pierson @skyhorsepub @LZarra_edits @Salon thank you!'
914649396226248704,2017-10-02 00:33:04,b'@Alonso123Ana omg DM more pics'
914649153870974978,2017-10-02 00:32:06,b'@elijahdaniel PATTY MELLLLLT'
914646576584380416,2017-10-02 00:21:51,b'@dairymanNZ @delphijunkie @SenScottBrown good times'
914641681345138688,2017-10-02 00:02:24,b'RT @Salon: The founder of \xe2\x80\x9cWeRateDogs\xe2\x80\x9d on being a professional dog-rater https://t.co/ZmOkcDP5Fl'
914614341269360646,2017-10-01 22:13:46,b'Meet Maia. She\xe2\x80\x99s incredibly deadly. Will rip your whole h*ckin arm off. Always feels guilty afterwards tho. 12/10 w\xe2\x80\xa6 https://t.co/Hh4d1QRETL'
914596990192902146,2017-10-01 21:04:49,b'@itskat33 amazing'
914589386188230658,2017-10-01 20:34:36,b'@ACauvel you reminded me that it\xe2\x80\x99s time to change my own :)'
914531586107994112,2017-10-01 16:44:55,b'@valeriesuee it\xe2\x80\x99s a rare Peruvian Horned pup'
914531407522869255,2017-10-01 16:44:13,b'RT @juliespears: Fin showing his @dog_rates pride while cheering on runners at the #MoCowbell this morning! https://t.co/RNRkzkc5TG'
914517503178608640,2017-10-01 15:48:58,b'@mich583 my hero'
914326228190072832,2017-10-01 03:08:54,"b'RT @KuentzJ: My dad finally got his puppy, needless to say he is pretty excited. https://t.co/dkOWnptsIr'"
914265685873893376,2017-09-30 23:08:20,b'This is Neela. She\xe2\x80\x99s very pupared for her thirteenth Halloween. Cannot h*ckin wait to decorate her mini pupkin. 13/\xe2\x80\xa6 https://t.co/wqdbiKnm5d'
914164043073691648,2017-09-30 16:24:26,b'@kellilu1 I\xe2\x80\x99m so sorry \xe2\x9d\xa4\xef\xb8\x8f'
913941014125170690,2017-09-30 01:38:12,b'@skyhorsepub @BNBuzz I BELIEVE IN YOU RASCAL'
913932103720595456,2017-09-30 01:02:48,b'@TheKBug \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
913931394333765633,2017-09-30 00:59:59,b'RT @dog_rates: This is Misha. She waves goodbye to her owner everyday before he leaves. 14/10 would hurry back (vid by Dimitri Haddad) http\xe2\x80\xa6'
913928359851298816,2017-09-30 00:47:55,b'@Bookwormwanders I got comments immediately thinking it was an undisclosed sponsorship deal and people just confused so now I\xe2\x80\x99m very sad'
913928020381044741,2017-09-30 00:46:34,b'@Bookwormwanders Shrek was my childhood. Very disappointed people weren\xe2\x80\x99t a fan of that'
913910931729666049,2017-09-29 23:38:40,b'@LinHumphrey \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
913877237711204352,2017-09-29 21:24:47,b'@larrykuhse YOU DID GREAT BUDDY'
913853784782188544,2017-09-29 19:51:35,b'@inkhat i rarely make them up anymore. Most people provide them'
913835739019976706,2017-09-29 18:39:53,b'@madamalfoy \xe2\x98\xba\xef\xb8\x8f'
913832824393912320,2017-09-29 18:28:18,b'@JackPMoore AWWWWW'
913821225234911232,2017-09-29 17:42:12,"b'We\xe2\x80\x99ll be in Austin, Texas on November 19th for the Dog Jog! You should be there too \xf0\x9f\x90\x95\n\nAll Info &amp; Registration:\xe2\x80\xa6 https://t.co/D625bj0yR3'"
913795669407694853,2017-09-29 16:00:39,b'This is Gulliver. He went from smol optimistic boy to \xe2\x80\x9choly h*ck is that tongue even legal\xe2\x80\x9d boy. 13/10 quite the gl\xe2\x80\xa6 https://t.co/qcIeO00y7w'
913568731024039937,2017-09-29 00:58:53,b'RT @dog_feelings: alright. here. is the deal. i support and love you. til the end. of time. and you..... give me. that cheese stick'
913562927415820288,2017-09-29 00:35:49,b'@skyhorsepub @BNBuzz MY PUPPO IS ALSO NAMED ZOE HI ZOE'
913560683593289729,2017-09-29 00:26:54,b'@megharriss HAPPY BIRTH I HOPE YOU LIKE IT'
913558818621153280,2017-09-29 00:19:30,b'@burger_mc you right'
913557449633824768,2017-09-29 00:14:03,b'@larrykuhse GOOD LUCK LOGANN'
913554818140135424,2017-09-29 00:03:36,b'This is Bodie. He has stumbled puppon a truly magical item. It\xe2\x80\x99s given him power he\xe2\x80\x99s never known. 13/10 (IG: charl\xe2\x80\xa6 https://t.co/2iVyWO4fQ9'
913547675705933824,2017-09-28 23:35:13,b'@leahnichole17 \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
913469273238106112,2017-09-28 18:23:40,b'@Revensings h*ck yea'
913436080363499520,2017-09-28 16:11:47,b'This is Nalu. I\xe2\x80\x99m hearing repawts that he\xe2\x80\x99s very nice and extremely susceptible to noggin pats. 13/10 would tell st\xe2\x80\xa6 https://t.co/8DOzYp8BBM'
913251455603236865,2017-09-28 03:58:09,b'@apphacker \xf0\x9f\x90\xb6\xe2\x9d\xa4\xef\xb8\x8f'
913217174243876864,2017-09-28 01:41:55,b'@braymaybe that\xe2\x80\x99s fair'
913217095806193665,2017-09-28 01:41:37,"b""RT @braymaybe: If you are wondering where the @dog_rates book is in b&amp;n it's under the amusing critter section https://t.co/pxRxbbMKMf"""
913192352172343297,2017-09-28 00:03:17,b'@TmarTn @ChelseaKreiner I messed pup \xf0\x9f\x98\x94'
913192269582397445,2017-09-28 00:02:58,b'This is Chester. His right ear is haunted. Rather unfortunate. Should pawbably cleanse his aura. 12/10 would absolu\xe2\x80\xa6 https://t.co/JxJoLPSQ2r'
913190917770792961,2017-09-27 23:57:35,b'@CooperMartin99 @ChelseaKreiner @TmarTn I PUPPOLOGIZE HELLO BOTH COOPER AND KODA'
913183006705233922,2017-09-27 23:26:09,b'@suckafatchode \xe2\x9d\xa4\xef\xb8\x8f'
913080311604531200,2017-09-27 16:38:05,b'This is Frost. He tried to wish on a dandelion but sneezed instead. 13/10 happens to the best of us https://t.co/KH28gDxGoO'
913016274522923008,2017-09-27 12:23:37,b'@dalybeauty owner follows and has sent Mack in before. Just sent them a message. People suck'
912852589368274944,2017-09-27 01:33:11,b'RT @nickevans06: when she says she only dates good boys https://t.co/c0dR0VqHic'
912841020395675648,2017-09-27 00:47:13,b'@xidama HAPPY BIRTHDAY MARVEL YOU ARE A GOOD BOY'
912796173957726208,2017-09-26 21:49:01,b'Dog rates will always be 140 or less. If I can\xe2\x80\x99t convince you that the dog I\xe2\x80\x99m featuring is amazing in that confine\xe2\x80\xa6 https://t.co/rdctVcchQi'
912773101099868163,2017-09-26 20:17:20,b'@skyhorsepub @BNBuzz oh my hello there'
912710395210629120,2017-09-26 16:08:10,b'This is Cooper. He hasn\xe2\x80\x99t been pupperly assembled yet. Still very good. 13/10 https://t.co/Y8s9XjEmhJ'
912705661141692417,2017-09-26 15:49:21,b'@cestmeow YES'
912703954131259392,2017-09-26 15:42:34,b'@mattgemmell wtf'
912696641647529986,2017-09-26 15:13:31,b'@guirltalk make sure to like and comment on the tweet I quoted as well! That will officially enter you :)'
912695424267509760,2017-09-26 15:08:40,"b'Along with my book, winners of the giveaway will also get an \xe2\x80\x9coh h*ck\xe2\x80\x9d hat and an \xe2\x80\x9cany dog can be a guide dog...\xe2\x80\x9d m\xe2\x80\xa6 https://t.co/UwLPbxaveE'"
912660452873818117,2017-09-26 12:49:43,"b'RT @jk_rowling: It might not be an otter, but if this is wrong, who wants to be right? https://t.co/3iJe50jz9L'"
912484993355698177,2017-09-26 01:12:30,b'This is Alika. She\xe2\x80\x99s a Cumulus Floofalus. Very rare. Only a few remain in the wild. Seen here mid mlem. 13/10 would\xe2\x80\xa6 https://t.co/CiNtCAbDzW'
912480596445859840,2017-09-26 00:55:01,b'@aphexplotz \xe2\x9d\xa4\xef\xb8\x8f I\xe2\x80\x99m so sorry'
912437042801467392,2017-09-25 22:01:57,b'@TimePositions brilliant'
912365452264923137,2017-09-25 17:17:29,b'@mar8iamontero Awww I appreciate it! And HAPPY BIRTHDAY'
912359992786931712,2017-09-25 16:55:47,b'@jk_rowling did I do it right? https://t.co/opMOoLgllA'
912358817312198658,2017-09-25 16:51:07,b'RT @BoringEnormous: When you lied on your CV about having previous sheepdog experience. https://t.co/fecGfhE9YD'
912342567651565569,2017-09-25 15:46:33,"b""This is Loki. He's having some good boy tests run today. Being very brave even tho he's a wee bit nervous. 12/10 wo\xe2\x80\xa6 https://t.co/fPwK9vONQm"""
912324627535421442,2017-09-25 14:35:16,b'@derickscol @jackiealston_ @dog_feelings Available on Amazon now! Release date in the US is October 3rd!\nhttps://t.co/vNPZoIzA87'
912321096548012033,2017-09-25 14:21:14,"b'RT @jackiealston_: Ace was puplished in the @dog_rates book, but his sister Lucy was a bit jealous of his fame. Pups have been arguing all\xe2\x80\xa6'"
912296333591097344,2017-09-25 12:42:50,b'@chadwl_ I do not live in Cali'
912296209519452162,2017-09-25 12:42:20,"b""@lydiajane35 I'm so sorry"""
912264279063134208,2017-09-25 10:35:27,b'@omfgemison will it be a... BUBBLES BATH??'
912163971918127104,2017-09-25 03:56:52,"b""@_annieross_ Zoey only knows how to look at me with intense displeasure when I'm working"""
912128564551733248,2017-09-25 01:36:10,b'RT @boziewankenobi: Mood @dog_rates https://t.co/UPaDTBkYsc'
912115536229752832,2017-09-25 00:44:24,b'RT @dog_rates: After so many requests... here you go.\n\nGood dogg. 420/10 https://t.co/yfAAo1gdeY'
912106874996232193,2017-09-25 00:09:59,b'@Jerry_Bo_Berry BOOK RELEASE :)'
912103285204701184,2017-09-24 23:55:43,b'@WinstonTapper COMGRACHULAYSHUNS'
912103168309432320,2017-09-24 23:55:16,"b""@GodDerpes_Leona @omfgemison there's been a 420/10, 1776/10, and 666/10, but the highest tier puppo is 14/10 (usually reserved for heroes)"""
912102028402417664,2017-09-24 23:50:44,"b""Meet Bubbles. She's never had a bath. Seems ok with that. Background pup is also a star. 13/10 would give the world\xe2\x80\xa6 https://t.co/XWWfiR4QIE"""
911721098953281536,2017-09-23 22:37:03,b'RT @dog_feelings: petting me. with your foot. only counts. as half a pet'
911695339014561792,2017-09-23 20:54:41,"b""@JackLodmell Yes, #seniorpupsaturdays are a thing now. Use that hashtag to submit your elder doggos. We'll feature\xe2\x80\xa6 https://t.co/mMylLQT2aF"""
911694821986832385,2017-09-23 20:52:38,b'This is Boudreaux. He is an elder doggo. H*ckin wise for sure. Seen here pondering the nature of goodboyness. 13/10\xe2\x80\xa6 https://t.co/BYemvjGmPx'
911691977061781504,2017-09-23 20:41:20,b'@ApplePieHubbub h*ck of a community we have here'
911619491154530304,2017-09-23 15:53:18,b'@ApplePieHubbub \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
911619416198180865,2017-09-23 15:53:00,b'@JRieker300 @Herb13herb 2019 Calendar :)'
911381901247700993,2017-09-23 00:09:12,"b""@ezrallxn @Skinny_Boiii twitter can't handle the good dogs and glitches quite often"""
911381420475641857,2017-09-23 00:07:17,"b""This is Bella. She's not going to move for the entire season. Unless it's to help carve a pupkin. 12/10 officially\xe2\x80\xa6 https://t.co/EFILFOm76y"""
911347738582962176,2017-09-22 21:53:27,b'@ingeborgkjell very well could be! \xe2\x9d\xa4\xef\xb8\x8f'
911341303790743552,2017-09-22 21:27:53,"b""@MorganKClifton that's by for my favorite design"""
911341205782441984,2017-09-22 21:27:30,b'@irusolver I thought that was @Jack_Septic_Eye'
